Period,Sector,ABN,Institution Name,Service Channel Type,State,sa4_code,sa3_code,sa2_code,suburb,Lat,Lon,ra_code,Number
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,NSW,Hunter Valley exc Newcastle,Maitland,Maitland,Maitland (NSW),-32.73243,151.55451,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,NSW,Hunter Valley exc Newcastle,Port Stephens,Raymond Terrace,Raymond Terrace,-32.76152,151.74294,Major Cities of Australia,2
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,NSW,Illawarra,Kiama - Shellharbour,Shellharbour - Oak Flats,Shellharbour City Centre,-34.56415,150.83913,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,NSW,Illawarra,Wollongong,Figtree - Keiraville,Figtree,-34.4359,150.86247,Major Cities of Australia,2
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,NSW,Illawarra,Wollongong,Wollongong - East,Wollongong,-34.42543,150.89727,Major Cities of Australia,2
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,QLD,Ipswich,Ipswich Inner,North Ipswich - Tivoli,North Ipswich,-27.60903,152.76309,Major Cities of Australia,2
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,QLD,Ipswich,Springfield - Redbank,Collingwood Park - Redbank,Redbank (Qld),-27.60546,152.8677,Major Cities of Australia,2
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,QLD,Ipswich,Springfield - Redbank,Springfield Lakes,Springfield Central,-27.68016,152.89866,Major Cities of Australia,2
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,VIC,Latrobe - Gippsland,Baw Baw,Warragul,Warragul,-38.16134,145.93152,Inner Regional Australia,2
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,VIC,Latrobe - Gippsland,Gippsland - East,Bairnsdale,Bairnsdale,-37.8256,147.63128,Outer Regional Australia,2
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,VIC,Latrobe - Gippsland,Gippsland - East,Lakes Entrance,Lakes Entrance,-37.87774,147.99447,Outer Regional Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,VIC,Latrobe - Gippsland,Gippsland - South West,Leongatha,Leongatha,-38.47774,145.94653,Inner Regional Australia,2
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,VIC,Latrobe - Gippsland,Gippsland - South West,Wonthaggi - Inverloch,Wonthaggi,-38.60646,145.58927,Inner Regional Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,VIC,Latrobe - Gippsland,Latrobe Valley,Traralgon - East,Traralgon,-38.1972,146.53811,Inner Regional Australia,2
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,VIC,Latrobe - Gippsland,Wellington,Sale,Sale,-38.10789,147.06533,Inner Regional Australia,2
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,TAS,Launceston and North East,Launceston,Kings Meadows - Punchbowl,Kings Meadows,-41.46713,147.15976,Inner Regional Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,TAS,Launceston and North East,Launceston,Launceston,Launceston,-41.43637,147.14007,Inner Regional Australia,3
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,QLD,Logan - Beaudesert,Springwood - Kingston,Underwood,Underwood (Qld),-27.60706,153.10993,Major Cities of Australia,3
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,QLD,Mackay - Isaac - Whitsunday,Bowen Basin - North,Bowen,Bowen,-20.01202,148.24551,Outer Regional Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,QLD,Mackay - Isaac - Whitsunday,Bowen Basin - North,Moranbah,Moranbah,-22.00176,148.04555,Outer Regional Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,QLD,Mackay - Isaac - Whitsunday,Mackay,Mackay,Mackay,-21.14429,149.1869,Inner Regional Australia,2
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,QLD,Mackay - Isaac - Whitsunday,Mackay,Mackay,Mackay,-21.13825,149.17799,Inner Regional Australia,2
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,QLD,Mackay - Isaac - Whitsunday,Whitsunday,Airlie - Whitsundays,Cannonvale,-20.29031,148.67457,Outer Regional Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,WA,Mandurah,Mandurah,Mandurah,Mandurah,-32.53679,115.73952,Major Cities of Australia,3
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,VIC,Melbourne - Inner,Brunswick - Coburg,Coburg - East,Coburg,-37.74292,144.96653,Major Cities of Australia,3
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,VIC,Melbourne - Inner,Darebin - South,Northcote - East,Northcote,-37.76949,145.0015,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,VIC,Melbourne - Inner,Essendon,Moonee Ponds,Moonee Ponds,-37.76695,144.9217,Major Cities of Australia,3
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,VIC,Melbourne - Inner,Melbourne City,Carlton,Carlton (Vic.),-37.8005,144.96671,Major Cities of Australia,3
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,VIC,Melbourne - Inner,Melbourne City,Docklands,Docklands,-37.8219,144.9455,Major Cities of Australia,2
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,VIC,Melbourne - Inner,Melbourne City,Docklands,Docklands,-37.8217,144.94538,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,VIC,Melbourne - Inner,Melbourne City,Docklands,Docklands,-37.8217,144.94539,Major Cities of Australia,2
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,VIC,Melbourne - Inner,Melbourne City,Melbourne CBD - East,Melbourne,-37.81634,144.96443,Major Cities of Australia,5
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,VIC,Melbourne - Inner,Melbourne City,Melbourne CBD - East,Melbourne,-37.81442,144.96403,Major Cities of Australia,2
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,VIC,Melbourne - Inner,Melbourne City,Melbourne CBD - East,Melbourne,-37.81335,144.97137,Major Cities of Australia,2
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,VIC,Melbourne - Inner,Melbourne City,Melbourne CBD - East,Melbourne,-37.81235,144.96536,Major Cities of Australia,4
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,VIC,Melbourne - Inner,Melbourne City,Melbourne CBD - East,Melbourne,-37.81225,144.96234,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,VIC,Melbourne - Inner,Melbourne City,Melbourne CBD - West,Melbourne,-37.81876,144.95443,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,VIC,Melbourne - Inner,Melbourne City,Melbourne CBD - West,Melbourne,-37.81663,144.96187,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,VIC,Melbourne - Inner,Melbourne City,Melbourne CBD - West,Melbourne,-37.816,144.95631,Major Cities of Australia,2
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,VIC,Melbourne - Inner,Port Phillip,Albert Park,Melbourne,-37.83611,144.9749,Major Cities of Australia,2
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,VIC,Melbourne - Inner,Port Phillip,South Melbourne,South Melbourne,-37.83313,144.96093,Major Cities of Australia,3
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,VIC,Melbourne - Inner,Port Phillip,South Melbourne,South Melbourne,-37.83141,144.96683,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,VIC,Melbourne - Inner,Stonnington - West,Prahran - Windsor,Prahran,-37.84722,144.99385,Major Cities of Australia,3
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,VIC,Melbourne - Inner,Yarra,Richmond - North,Richmond (Vic.),-37.81787,144.99486,Major Cities of Australia,2
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,VIC,Melbourne - Inner East,Boroondara,Balwyn,Balwyn,-37.81288,145.08257,Major Cities of Australia,2
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,VIC,Melbourne - Inner East,Boroondara,Camberwell,Camberwell (Vic.),-37.82976,145.05722,Major Cities of Australia,2
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,VIC,Melbourne - Inner East,Boroondara,Kew - West,Kew (Vic.),-37.80615,145.03205,Major Cities of Australia,2
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,VIC,Melbourne - Inner East,Manningham - West,Doncaster,Doncaster,-37.78708,145.12599,Major Cities of Australia,2
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,VIC,Melbourne - Inner East,Manningham - West,Doncaster East - North,Doncaster East,-37.77525,145.16443,Major Cities of Australia,2
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,VIC,Melbourne - Inner East,Whitehorse - West,Box Hill,Box Hill (Vic.),-37.81875,145.12384,Major Cities of Australia,3
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,VIC,Melbourne - Inner East,Whitehorse - West,Box Hill,Box Hill (Vic.),-37.8186,145.12196,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,VIC,Melbourne - Inner East,Whitehorse - West,Burwood East,Burwood East,-37.85249,145.15201,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,VIC,Melbourne - Inner South,Bayside,Brighton (Vic.),Brighton (Vic.),-37.91419,144.99442,Major Cities of Australia,2
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,VIC,Melbourne - Inner South,Bayside,Hampton,Hampton East,-37.9347,145.0355,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,VIC,Melbourne - Inner South,Glen Eira,Bentleigh - McKinnon,Bentleigh,-37.91833,145.03902,Major Cities of Australia,2
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,VIC,Melbourne - Inner South,Glen Eira,Elsternwick,Elsternwick,-37.88494,145.00593,Major Cities of Australia,3
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,VIC,Melbourne - Inner South,Kingston,Carrum - Patterson Lakes,Patterson Lakes,-38.06811,145.14296,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,VIC,Melbourne - Inner South,Kingston,Highett (East) - Cheltenham,Cheltenham (Vic.),-37.95785,145.05172,Major Cities of Australia,2
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,VIC,Melbourne - Inner South,Kingston,Mentone,Mentone,-37.98133,145.06396,Major Cities of Australia,2
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,VIC,Melbourne - Inner South,Stonnington - East,Malvern - Glen Iris,Malvern (Vic.),-37.8606,145.02883,Major Cities of Australia,3
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,VIC,Melbourne - Inner South,Stonnington - East,Malvern East,Malvern East,-37.88769,145.0806,Major Cities of Australia,2
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,VIC,Melbourne - Inner South,Stonnington - East,Malvern East,Malvern East,-37.88582,145.08119,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,VIC,Melbourne - North East,Banyule,Greensborough,Greensborough,-37.70336,145.10401,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,VIC,Melbourne - North East,Darebin - North,Preston - East,Preston (Vic.),-37.74029,145.00325,Major Cities of Australia,2
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,VIC,Melbourne - North East,Darebin - North,Preston - East,Preston (Vic.),-37.7382,145.03005,Major Cities of Australia,3
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,VIC,Melbourne - North East,Whittlesea - Wallan,Epping - South,Epping (Vic.),-37.65377,145.02206,Major Cities of Australia,3
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,VIC,Melbourne - North East,Whittlesea - Wallan,Mill Park - North,Mill Park,-37.65146,145.07333,Major Cities of Australia,2
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,VIC,Melbourne - North West,Keilor,Airport West,Airport West,-37.71287,144.88938,Major Cities of Australia,3
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,VIC,Melbourne - North West,Keilor,Keilor,Keilor Park,-37.72253,144.84976,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,VIC,Melbourne - North West,Sunbury,Sunbury - South,Sunbury,-37.58033,144.72918,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,VIC,Melbourne - North West,Tullamarine - Broadmeadows,Broadmeadows,Broadmeadows (Vic.),-37.67808,144.92165,Major Cities of Australia,2
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,VIC,Melbourne - North West,Tullamarine - Broadmeadows,Craigieburn - West,Craigieburn,-37.59287,144.91424,Major Cities of Australia,2
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,VIC,Melbourne - North West,Tullamarine - Broadmeadows,Roxburgh Park (South) - Somerton,Roxburgh Park,-37.63851,144.93204,Major Cities of Australia,2
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,VIC,Melbourne - Outer East,Knox,Boronia,Boronia,-37.86117,145.28587,Major Cities of Australia,2
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,VIC,Melbourne - Outer East,Knox,Rowville - Central,Rowville,-37.91968,145.23706,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,VIC,Melbourne - Outer East,Knox,Rowville - South,Rowville,-37.92818,145.23303,Major Cities of Australia,2
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,VIC,Melbourne - Outer East,Knox,Wantirna South,Wantirna South,-37.86965,145.23831,Major Cities of Australia,2
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,VIC,Melbourne - Outer East,Maroondah,Croydon - East,Croydon (Vic.),-37.7965,145.28074,Major Cities of Australia,2
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,VIC,Melbourne - Outer East,Maroondah,Ringwood,Ringwood (Vic.),-37.81548,145.22764,Major Cities of Australia,3
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,VIC,Melbourne - Outer East,Whitehorse - East,Forest Hill,Forest Hill (Vic.),-37.83389,145.16321,Major Cities of Australia,2
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,VIC,Melbourne - South East,Cardinia,Pakenham - South East,Pakenham,-38.07842,145.48283,Major Cities of Australia,2
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,VIC,Melbourne - South East,Casey - North,Berwick - North,Berwick,-38.03155,145.34573,Major Cities of Australia,2
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,VIC,Melbourne - South East,Casey - North,Berwick - South East,Berwick,-38.06123,145.33961,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,VIC,Melbourne - South East,Casey - North,Endeavour Hills - South,Endeavour Hills,-37.97497,145.2579,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,VIC,Melbourne - South East,Casey - North,Narre Warren - South West,Narre Warren,-38.02349,145.30349,Major Cities of Australia,3
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,VIC,Melbourne - South East,Casey - South,Cranbourne,Cranbourne,-38.10657,145.28267,Major Cities of Australia,3
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,VIC,Melbourne - South East,Casey - South,Hampton Park - West,Hampton Park,-38.03275,145.26753,Major Cities of Australia,4
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,VIC,Melbourne - South East,Casey - South,Narre Warren South - East,Narre Warren South,-38.06568,145.30053,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,VIC,Melbourne - South East,Dandenong,Dandenong - North,Dandenong,-37.98764,145.21544,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,VIC,Melbourne - South East,Dandenong,Dandenong - North,Dandenong,-37.98732,145.21714,Major Cities of Australia,4
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,VIC,Melbourne - South East,Dandenong,Dandenong - South,Dandenong South,-38.01182,145.21501,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,VIC,Melbourne - South East,Dandenong,Keysborough - North,Keysborough,-37.99397,145.17326,Major Cities of Australia,3
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,VIC,Melbourne - South East,Dandenong,Noble Park - West,Noble Park,-37.96714,145.17571,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,VIC,Melbourne - South East,Dandenong,Springvale,Springvale (Vic.),-37.95202,145.15203,Major Cities of Australia,2
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,VIC,Melbourne - South East,Dandenong,Springvale,Springvale (Vic.),-37.95185,145.15196,Major Cities of Australia,2
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,VIC,Melbourne - South East,Dandenong,Springvale,Springvale (Vic.),-37.95099,145.15157,Major Cities of Australia,1
30/06/2024,MAJ,11005357522,Australia and New Zealand Banking Group Limited,ATMs,VIC,Melbourne - South East,Monash,Clayton - Central,Clayton,-37.92771,145.11946,Major Cities of Australia,2
