Period,Sector,ABN,Institution Name,Service Channel Type,State,sa4_code,sa3_code,sa2_code,suburb,Lat,Lon,ra_code,Number
30/06/2024,Bank@Post,,Australia Post,Bank_post,NSW,Far West and Orana,Broken Hill and Far West,Far West,Menindee,-32.393666,142.417133,Very Remote Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,NSW,Far West and Orana,Broken Hill and Far West,Far West,Wilcannia,-31.55941,143.378623,Very Remote Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,NSW,Far West and Orana,Broken Hill and Far West,Far West,Tibooburra,-29.436276,142.010131,Very Remote Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,NSW,Far West and Orana,Dubbo,Coonabarabran,Coolah,-31.823164,149.720195,Outer Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,NSW,Far West and Orana,Dubbo,Coonabarabran,Mendooran,-31.82249813,149.1218125,Outer Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,NSW,Far West and Orana,Dubbo,Coonabarabran,Binnaway,-31.552538,149.376845,Outer Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,NSW,Far West and Orana,Dubbo,Coonabarabran,Coonabarabran,-31.274078,149.278137,Outer Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,NSW,Far West and Orana,Dubbo,Coonabarabran,Baradine,-30.94792902,149.0660778,Remote Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,NSW,Far West and Orana,Dubbo,Dubbo - South,Dubbo,-32.26839,148.610307,Inner Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,NSW,Far West and Orana,Dubbo,Dubbo - South,Dubbo,-32.25550797,148.6327099,Inner Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,NSW,Far West and Orana,Dubbo,Dubbo - South,Dubbo,-32.24547356,148.6032053,Inner Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,NSW,Far West and Orana,Dubbo,Dubbo - West,Dubbo,-32.254068,148.577825,Inner Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,NSW,Far West and Orana,Dubbo,Dubbo Surrounds,Wongarbon,-32.333964,148.760722,Outer Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,NSW,Far West and Orana,Dubbo,Dubbo Surrounds,Eumungerie,-31.948687,148.617668,Outer Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,NSW,Far West and Orana,Dubbo,Gilgandra,Gilgandra,-31.711917,148.663338,Outer Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,NSW,Far West and Orana,Dubbo,Gilgandra,Tooraweenah,-31.438449,148.90999,Outer Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,NSW,Far West and Orana,Dubbo,Narromine,Narromine,-32.23207,148.239122,Outer Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,NSW,Far West and Orana,Dubbo,Narromine,Trangie,-32.032225,147.982631,Outer Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,NSW,Far West and Orana,Dubbo,Wellington,Stuart Town,-32.80314,149.07783,Outer Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,NSW,Far West and Orana,Dubbo,Wellington,Yeoval,-32.753714,148.647882,Outer Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,NSW,Far West and Orana,Dubbo,Wellington,Wellington (NSW),-32.556044,148.943502,Outer Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,NSW,Far West and Orana,Dubbo,Wellington,Geurie,-32.39855292,148.8304916,Outer Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,VIC,Geelong,Barwon - West,Bannockburn,Bannockburn (Vic.),-38.04344,144.170742,Inner Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,VIC,Geelong,Barwon - West,Golden Plains - South,Inverleigh,-38.100253,144.059357,Inner Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,VIC,Geelong,Barwon - West,Golden Plains - South,Teesdale (Vic.),-38.02878132,144.0523098,Inner Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,VIC,Geelong,Barwon - West,Golden Plains - South,Rokewood,-37.901433,143.720986,Inner Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,VIC,Geelong,Barwon - West,Golden Plains - South,Meredith,-37.845356,144.077163,Inner Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,VIC,Geelong,Barwon - West,Winchelsea,Winchelsea,-38.243842,143.989501,Inner Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,VIC,Geelong,Barwon - West,Winchelsea,Moriac,-38.241144,144.174734,Inner Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,VIC,Geelong,Geelong,Belmont,Belmont (Vic.),-38.175653,144.342364,Major Cities of Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,VIC,Geelong,Geelong,Charlemont,Armstrong Creek (Vic.),-38.226243,144.338795,Major Cities of Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,VIC,Geelong,Geelong,Corio - Lovely Banks,Corio,-38.07421581,144.3580569,Major Cities of Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,VIC,Geelong,Geelong,Geelong,Geelong,-38.155595,144.370772,Major Cities of Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,VIC,Geelong,Geelong,Geelong,Geelong,-38.15184,144.35555,Major Cities of Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,VIC,Geelong,Geelong,Geelong West - Hamlyn Heights,Geelong West,-38.145064,144.335736,Major Cities of Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,VIC,Geelong,Geelong,Geelong West - Hamlyn Heights,Geelong West,-38.14235,144.348201,Major Cities of Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,VIC,Geelong,Geelong,Geelong West - Hamlyn Heights,Geelong West,-38.136678,144.33736,Major Cities of Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,VIC,Geelong,Geelong,Geelong West - Hamlyn Heights,Herne Hill (Vic.),-38.129938,144.331655,Major Cities of Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,VIC,Geelong,Geelong,Geelong West - Hamlyn Heights,Hamlyn Heights,-38.120786,144.328482,Major Cities of Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,VIC,Geelong,Geelong,Grovedale - Mount Duneed,Grovedale,-38.207498,144.329437,Major Cities of Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,VIC,Geelong,Geelong,Grovedale - Mount Duneed,Grovedale,-38.19933797,144.3195756,Major Cities of Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,VIC,Geelong,Geelong,Highton,Highton,-38.180861,144.317433,Major Cities of Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,VIC,Geelong,Geelong,Highton,Highton,-38.17196609,144.324019,Major Cities of Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,VIC,Geelong,Geelong,Lara,Lara,-38.022611,144.407042,Major Cities of Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,VIC,Geelong,Geelong,Lara,Anakie,-37.910979,144.254026,Inner Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,VIC,Geelong,Geelong,Leopold,Leopold,-38.18648002,144.4544044,Major Cities of Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,VIC,Geelong,Geelong,Newcomb - Moolap,Newcomb,-38.169313,144.3886577,Major Cities of Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,VIC,Geelong,Geelong,Newtown (Vic.),Newtown (Greater Geelong - Vic.),-38.157438,144.345343,Major Cities of Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,VIC,Geelong,Geelong,Newtown (Vic.),Newtown (Greater Geelong - Vic.),-38.140575,144.325851,Major Cities of Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,VIC,Geelong,Geelong,Norlane,Norlane,-38.096522,144.360352,Major Cities of Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,VIC,Geelong,Geelong,Norlane,Norlane,-38.089601,144.335814,Major Cities of Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,VIC,Geelong,Geelong,North Geelong - Bell Park,Rippleside,-38.122389,144.353299,Major Cities of Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,VIC,Geelong,Geelong,North Geelong - Bell Park,Bell Park,-38.11666143,144.3334818,Major Cities of Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,VIC,Geelong,Geelong,North Geelong - Bell Park,Bell Park,-38.111195,144.343044,Major Cities of Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,VIC,Geelong,Geelong,North Geelong - Bell Park,North Geelong,-38.10852164,144.3528429,Major Cities of Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,VIC,Geelong,Surf Coast - Bellarine Peninsula,Barwon Heads - Armstrong Creek,Breamlea,-38.293512,144.398019,Inner Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,VIC,Geelong,Surf Coast - Bellarine Peninsula,Barwon Heads - Armstrong Creek,Barwon Heads,-38.280147,144.492141,Inner Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,VIC,Geelong,Surf Coast - Bellarine Peninsula,Clifton Springs,Drysdale,-38.17199728,144.5700444,Inner Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,VIC,Geelong,Surf Coast - Bellarine Peninsula,Lorne - Anglesea,Lorne (Vic.),-38.5426024,143.975218,Inner Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,VIC,Geelong,Surf Coast - Bellarine Peninsula,Lorne - Anglesea,Aireys Inlet,-38.45916133,144.1071078,Inner Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,VIC,Geelong,Surf Coast - Bellarine Peninsula,Lorne - Anglesea,Anglesea,-38.404504,144.189311,Inner Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,VIC,Geelong,Surf Coast - Bellarine Peninsula,Ocean Grove,Ocean Grove,-38.267728,144.524432,Inner Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,VIC,Geelong,Surf Coast - Bellarine Peninsula,Ocean Grove,Ocean Grove,-38.258954,144.548393,Inner Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,VIC,Geelong,Surf Coast - Bellarine Peninsula,Point Lonsdale - Queenscliff,Point Lonsdale,-38.285371,144.614335,Inner Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,VIC,Geelong,Surf Coast - Bellarine Peninsula,Point Lonsdale - Queenscliff,Queenscliff (Vic.),-38.26738,144.661462,Inner Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,VIC,Geelong,Surf Coast - Bellarine Peninsula,Portarlington,St Leonards (Vic.),-38.17131617,144.7177663,Inner Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,VIC,Geelong,Surf Coast - Bellarine Peninsula,Portarlington,Indented Head,-38.139991,144.711395,Inner Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,VIC,Geelong,Surf Coast - Bellarine Peninsula,Portarlington,Portarlington,-38.115462,144.653693,Inner Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,VIC,Geelong,Surf Coast - Bellarine Peninsula,Torquay,Torquay (Vic.),-38.331838,144.323203,Inner Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,QLD,Gold Coast,Broadbeach - Burleigh,Broadbeach Waters,Broadbeach Waters,-28.03655013,153.427824,Major Cities of Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,QLD,Gold Coast,Broadbeach - Burleigh,Burleigh Waters,Burleigh Waters,-28.0995443,153.4239884,Major Cities of Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,QLD,Gold Coast,Broadbeach - Burleigh,Burleigh Waters,Burleigh Waters,-28.097616,153.441093,Major Cities of Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,QLD,Gold Coast,Broadbeach - Burleigh,Mermaid Beach - Broadbeach,Mermaid Beach,-28.058417,153.438683,Major Cities of Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,QLD,Gold Coast,Broadbeach - Burleigh,Mermaid Beach - Broadbeach,Mermaid Beach,-28.045714,153.43543,Major Cities of Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,QLD,Gold Coast,Broadbeach - Burleigh,Mermaid Waters,Mermaid Waters,-28.04607607,153.4078012,Major Cities of Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,QLD,Gold Coast,Broadbeach - Burleigh,Miami,Miami,-28.07417851,153.4438629,Major Cities of Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,QLD,Gold Coast,Coolangatta,Coolangatta,Coolangatta (Qld),-28.168371,153.535596,Major Cities of Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,QLD,Gold Coast,Coolangatta,Currumbin - Tugun,Tugun,-28.14287857,153.4941974,Major Cities of Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,QLD,Gold Coast,Coolangatta,Currumbin Waters,Currumbin Waters,-28.14186862,153.4722928,Major Cities of Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,QLD,Gold Coast,Coolangatta,Elanora,Elanora,-28.13447848,153.4685755,Major Cities of Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,QLD,Gold Coast,Gold Coast - North,Biggera Waters,Biggera Waters,-27.93141366,153.3877767,Major Cities of Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,QLD,Gold Coast,Gold Coast - North,Labrador,Labrador,-27.95626784,153.401625,Major Cities of Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,QLD,Gold Coast,Gold Coast - North,Labrador,Labrador,-27.945948,153.386984,Major Cities of Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,QLD,Gold Coast,Gold Coast - North,Paradise Point - Hollywell,Paradise Point,-27.8861074,153.3940873,Major Cities of Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,QLD,Gold Coast,Gold Coast - North,Runaway Bay,Runaway Bay,-27.913368,153.400615,Major Cities of Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,QLD,Gold Coast,Gold Coast Hinterland,Tamborine - Canungra,Canungra,-28.017295,153.163688,Inner Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,QLD,Gold Coast,Gold Coast Hinterland,Tamborine - Canungra,Tamborine Mountain,-27.92442,153.184815,Major Cities of Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,QLD,Gold Coast,Gold Coast Hinterland,Tamborine - Canungra,Tamborine,-27.894134,153.133558,Inner Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,QLD,Gold Coast,Mudgeeraba - Tallebudgera,Mudgeeraba - Bonogin,Mudgeeraba,-28.0794737,153.3663237,Major Cities of Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,QLD,Gold Coast,Nerang,Nerang - Mount Nathan,Nerang,-28.00010596,153.3385007,Major Cities of Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,QLD,Gold Coast,Ormeau - Oxenford,Helensvale,Helensvale,-27.92350715,153.3346444,Major Cities of Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,QLD,Gold Coast,Ormeau - Oxenford,Helensvale,Helensvale,-27.92296862,153.3384331,Major Cities of Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,QLD,Gold Coast,Ormeau - Oxenford,Hope Island,Hope Island,-27.85364665,153.3613682,Major Cities of Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,QLD,Gold Coast,Ormeau - Oxenford,Ormeau (West) - Yatala,Ormeau,-27.78515,153.251175,Major Cities of Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,QLD,Gold Coast,Ormeau - Oxenford,Oxenford - Maudsland,Oxenford,-27.89244189,153.3132918,Major Cities of Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,QLD,Gold Coast,Ormeau - Oxenford,Upper Coomera - North,Upper Coomera,-27.84899684,153.3019543,Major Cities of Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,QLD,Gold Coast,Robina,Robina - West,Robina,-28.0773074,153.3853064,Major Cities of Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,QLD,Gold Coast,Robina,Varsity Lakes,Varsity Lakes,-28.078914,153.415235,Major Cities of Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,QLD,Gold Coast,Southport,Ashmore,Ashmore,-27.98725388,153.3838844,Major Cities of Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,QLD,Gold Coast,Southport,Ashmore,Ashmore,-27.97828703,153.3805912,Major Cities of Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,QLD,Gold Coast,Southport,Southport - North,Southport (Qld),-27.96811829,153.4105252,Major Cities of Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,QLD,Gold Coast,Southport,Southport - North,Southport (Qld),-27.961294,153.380799,Major Cities of Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,QLD,Gold Coast,Southport,Southport - South,Southport (Qld),-27.98568,153.409931,Major Cities of Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,QLD,Gold Coast,Surfers Paradise,Bundall,Bundall,-28.00356,153.412535,Major Cities of Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,QLD,Gold Coast,Surfers Paradise,Main Beach,Main Beach,-27.96837438,153.4255322,Major Cities of Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,QLD,Gold Coast,Surfers Paradise,Surfers Paradise - North,Surfers Paradise,-28.00293,153.43059,Major Cities of Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,QLD,Gold Coast,Surfers Paradise,Surfers Paradise - North,Surfers Paradise,-27.9982077,153.4186218,Major Cities of Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,QLD,Gold Coast,Surfers Paradise,Surfers Paradise - South,Surfers Paradise,-28.01120546,153.4242853,Major Cities of Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,TAS,Hobart,Brighton,Bridgewater - Gagebrook,Bridgewater (Tas.),-42.73854737,147.2451287,Inner Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,TAS,Hobart,Brighton,Brighton - Pontville,Brighton (Tas.),-42.69867185,147.2526783,Inner Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,TAS,Hobart,Hobart - North East,Bellerive - Rosny,Bellerive,-42.874696,147.36735,Inner Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,TAS,Hobart,Hobart - North East,Bellerive - Rosny,Rosny Park,-42.865629,147.369964,Inner Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,TAS,Hobart,Hobart - North East,Cambridge,Lauderdale,-42.908371,147.483543,Inner Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,TAS,Hobart,Hobart - North East,Howrah - Tranmere,Howrah,-42.88706971,147.4271333,Inner Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,TAS,Hobart,Hobart - North East,Howrah - Tranmere,Howrah,-42.880156,147.407135,Inner Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,TAS,Hobart,Hobart - North East,Lindisfarne - Rose Bay,Lindisfarne,-42.847618,147.352687,Inner Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,TAS,Hobart,Hobart - North East,Mornington - Warrane,Warrane,-42.86016689,147.3769601,Inner Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,TAS,Hobart,Hobart - North East,Mornington - Warrane,Mornington (Tas.),-42.859488,147.398878,Inner Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,TAS,Hobart,Hobart - North East,Risdon Vale,Risdon Vale,-42.812711,147.351975,Inner Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,TAS,Hobart,Hobart - North East,South Arm,South Arm (Tas.),-43.028104,147.416836,Outer Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,TAS,Hobart,Hobart - North West,Berriedale - Chigwell,Chigwell,-42.811233,147.241601,Inner Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,TAS,Hobart,Hobart - North West,Claremont (Tas.),Claremont (Tas.),-42.790814,147.255083,Inner Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,TAS,Hobart,Hobart - North West,Glenorchy,Glenorchy (Tas.),-42.83326694,147.2755785,Inner Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,TAS,Hobart,Hobart - North West,Moonah,Moonah,-42.847736,147.295257,Inner Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,TAS,Hobart,Hobart - North West,New Norfolk,New Norfolk,-42.78051301,147.0632673,Inner Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,TAS,Hobart,Hobart - South and West,Kingston - Huntingfield,Kingston (Tas.),-42.97565937,147.3104431,Inner Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,TAS,Hobart,Hobart - South and West,Kingston Beach - Blackmans Bay,Blackmans Bay,-42.9985194,147.3185697,Inner Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,TAS,Hobart,Hobart - South and West,Margate - Snug,Snug,-43.065467,147.255108,Inner Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,TAS,Hobart,Hobart - South and West,Margate - Snug,Margate (Tas.),-43.024533,147.260555,Inner Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,TAS,Hobart,Hobart Inner,Hobart,Battery Point,-42.889574,147.333259,Inner Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,TAS,Hobart,Hobart Inner,Hobart,Hobart,-42.882261,147.330072,Inner Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,TAS,Hobart,Hobart Inner,Hobart,North Hobart,-42.872283,147.314189,Inner Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,TAS,Hobart,Hobart Inner,Lenah Valley - Mount Stuart,Lenah Valley,-42.866045,147.296504,Inner Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,TAS,Hobart,Hobart Inner,New Town,New Town (Tas.),-42.85576293,147.3053651,Inner Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,TAS,Hobart,Hobart Inner,Sandy Bay,Sandy Bay,-42.912798,147.354825,Inner Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,TAS,Hobart,Hobart Inner,Sandy Bay,Sandy Bay,-42.894436,147.32699,Inner Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,TAS,Hobart,Hobart Inner,South Hobart - Fern Tree,South Hobart,-42.89233,147.315989,Inner Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,TAS,Hobart,Hobart Inner,West Hobart,West Hobart,-42.883961,147.314848,Inner Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,TAS,Hobart,Sorell - Dodges Ferry,Dodges Ferry - Lewisham,Dunalley,-42.887323,147.811905,Outer Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,TAS,Hobart,Sorell - Dodges Ferry,Dodges Ferry - Lewisham,Dodges Ferry,-42.858131,147.616764,Inner Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,TAS,Hobart,Sorell - Dodges Ferry,Sorell - Richmond,Sorell,-42.782667,147.566304,Inner Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,TAS,Hobart,Sorell - Dodges Ferry,Sorell - Richmond,Richmond (Tas.),-42.735611,147.438538,Outer Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,VIC,Hume,Upper Goulburn Valley,Alexandra,Marysville,-37.510244,145.747254,Inner Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,VIC,Hume,Upper Goulburn Valley,Alexandra,Buxton (Vic.),-37.429613,145.703081,Inner Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,VIC,Hume,Upper Goulburn Valley,Alexandra,Taggerty,-37.320925,145.714556,Inner Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,VIC,Hume,Upper Goulburn Valley,Alexandra,Thornton (Vic.),-37.255382,145.79711,Inner Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,VIC,Hume,Upper Goulburn Valley,Alexandra,Eildon,-37.233883,145.90868,Outer Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,VIC,Hume,Upper Goulburn Valley,Alexandra,Alexandra (Vic.),-37.191905,145.71007,Inner Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,VIC,Hume,Upper Goulburn Valley,Euroa,Strathbogie,-36.857221,145.735896,Inner Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,VIC,Hume,Upper Goulburn Valley,Euroa,Longwood (Vic.),-36.803109,145.423361,Inner Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,VIC,Hume,Upper Goulburn Valley,Euroa,Euroa,-36.751138,145.570555,Inner Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,VIC,Hume,Upper Goulburn Valley,Euroa,Violet Town,-36.637215,145.718362,Inner Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,VIC,Hume,Upper Goulburn Valley,Kilmore - Broadford,Kilmore,-37.29219836,144.9503297,Inner Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,VIC,Hume,Upper Goulburn Valley,Kilmore - Broadford,Broadford,-37.202422,145.050024,Inner Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,VIC,Hume,Upper Goulburn Valley,Mansfield (Vic.),Woods Point (Vic.),-37.569456,146.253345,Outer Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,VIC,Hume,Upper Goulburn Valley,Mansfield (Vic.),Jamieson (Vic.),-37.302368,146.137805,Outer Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,VIC,Hume,Upper Goulburn Valley,Mansfield (Vic.),Goughs Bay,-37.18061162,146.068582,Outer Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,VIC,Hume,Upper Goulburn Valley,Mansfield (Vic.),Mount Buller,-37.14542,146.448558,Outer Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,VIC,Hume,Upper Goulburn Valley,Mansfield (Vic.),Mansfield (Vic.),-37.052347,146.087267,Outer Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,VIC,Hume,Upper Goulburn Valley,Mansfield (Vic.),Bonnie Doon (Vic.),-37.02679,145.852701,Outer Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,VIC,Hume,Upper Goulburn Valley,Mansfield (Vic.),Merton,-36.977381,145.710492,Outer Regional Australia,1
30/06/2024,Bank@Post,,Australia Post,Bank_post,VIC,Hume,Upper Goulburn Valley,Nagambie,Avenel,-36.892769,145.230864,Inner Regional Australia,1
